node,depth,mean_kendall_tau,std_kendall_tau,num_instances
Analyzing and tracking item ownership through logical deduction in sequential exchanges,5,0.26075082059685417,0.07905201904197874,112
Analyzing and tracking item ownership through logical deduction in sequential exchanges,6,0.258023890409433,0.0832979840809802,111
"Analyzing, evaluating, and deducing logical relationships and truthfulness through systematic reasoning and contextual understanding.",2,0.8049251237291843,0.027674463037530208,1168
"Evaluating and analyzing logical expressions through systematic assessment of truth values, negation, and simplification.",3,0.7369937589050016,0.0350803095992394,141
Evaluating contextual plausibility and coherence through comprehensive understanding and logical reasoning.,3,0.724577069255146,0.05594087396197637,156
evaluating the plausibility of statements through contextual knowledge and logical reasoning,4,0.49785274358563414,0.11011198491247988,68
Evaluating the plausibility of statements through contextual knowledge and logical reasoning.,5,0.48904335230539325,0.11195933068960882,67
Analyzing and evaluating logical relationships and quantitative information to deduce valid conclusions and identify inconsistencies through deductive reasoning.,3,0.8262226260633833,0.021243637734768946,178
"Analyzing complex decision-making scenarios to evaluate intentions, outcomes, and ethical implications through causal and conditional relationships.",3,0.44383455296032426,0.1122730084927832,188
"Analyzing and evaluating complex causal and conditional relationships to discern intentions, responsibilities, and implications across diverse scenarios.",4,0.33551702953640583,0.13631764270176788,154
Evaluating and applying Boolean algebra principles through systematic analysis of logical expressions and operations,3,0.7297160107802437,0.04304815217112063,107
"Analyzing logical relationships, consistency, and underlying meanings in statements",3,0.42935406748914756,0.12607907800937537,159
Analyzing and understanding logical relationships and interdependencies among statements,4,0.4687528240800929,0.11551298419402292,101
Analyzing and comprehensively understanding logical statements and their interdependencies,5,0.4721821467180315,0.11390637105565816,99
Analyzing logical statements and their interdependencies comprehensively,6,0.5626307210556586,0.09180498520623033,54
Analyzing and deducing truthfulness through systematic reasoning,3,0.6311674450208835,0.06812100055091945,86
Analyzing and deducing truth values through systematic and deductive reasoning,4,0.6425058815845887,0.06524159722760842,82
Analyzing and deducing truth values through systematic reasoning,5,0.7851527728263131,0.03351089538613905,70
"Analyzing and evaluating logical structures to identify inconsistencies, fallacies, and contradictions in reasoning.",3,0.8460847744658699,0.027578519969214774,109
Analyzing and applying linguistic structures for clarity and effective communication,2,0.8062591824424936,0.03985259032958575,507
Analyzing and applying grammatical rules for adjective order and modifiers in English language structure.,3,0.6935318753018564,0.09831272306235135,254
Applying the rules of adjective order in English grammar,4,0.6892555825276652,0.10737725004036575,224
Analyzing and applying the rules of adjective order in English grammar,5,0.5478470073335221,0.16356057152370948,56
Analyzing and applying the rules of adjective order in English grammar,6,0.5594012300568254,0.15381430780629474,55
Analyzing and applying the rules of adjective order in English grammar,5,0.6053993320035032,0.13062141389150728,129
Analyzing pronoun antecedents and contextual elements for clarity and effective referential identification,3,0.7878552679225509,0.035956665165185045,253
Analyzing and synthesizing complex relationships among diverse and ordered data sets.,2,0.8538277233617523,0.01330604385572929,851
"Analyzing and deducing logical, spatial, and sequential relationships among ordered and ranked data sets and entities.",3,0.8318122636983348,0.014445225686767697,659
"Analyzing logical relationships and deducing values among sequentially, ranked, and ordered items",4,0.6922452128031837,0.03292374631905815,89
Analyzing logical relationships among ordered items,5,0.6609754120105954,0.036682035626690965,71
Analyzing logical relationships among ordered items,6,0.6392600125100729,0.03661631886755642,59
Analyzing spatial relationships and logical sequences among objects to identify relative positions and arrangements.,4,0.7695091998213731,0.021514534560897396,96
Analyzing logical relationships and spatial arrangements among objects,5,0.7427856345880891,0.026724506546687288,80
Analyzing logical relationships and spatial arrangements among objects,6,0.7407549602151471,0.02917562966349335,79
Analyzing logical relationships and spatial arrangements among objects,7,0.7091424287122393,0.03062054879624577,60
Analyzing logical relationships and spatial arrangements among objects,8,0.7103976829756502,0.030389740433790943,51
"Analyzing and deducing logical relationships, rankings, and positional arrangements within ordered sets and sequences",4,0.6019619460889324,0.041476819418699414,68
Analyzing spatial relationships and logical sequences among objects in a sequence.,4,0.6462621073739185,0.05076147217916924,85
Analyzing spatial relationships and logical sequences,5,0.6329131841154376,0.05616768948967196,73
Analyzing spatial and logical relationships among objects and their arrangements,4,0.7049352012202326,0.03466458989968694,111
Analyzing logical and spatial relationships among objects and their arrangements,5,0.680774055132786,0.04322441619462791,98
Analyzing logical and spatial relationships among objects,6,0.6790965362191684,0.03788803119022946,97
Analyzing logical relationships and spatial arrangements among objects,7,0.6768738659489599,0.04101729326810365,95
Analyzing logical relationships and spatial arrangements among objects,8,0.6176411932446255,0.0468222536476177,64
Analyzing logical and hierarchical relationships among ordered and sequential elements,4,0.7381177609935409,0.024421515631447656,97
Analyzing and synthesizing comparative relationships among diverse data sets to extract insights and evaluate connections based on multiple criteria.,3,0.7856030858631309,0.01985307328044186,192
