node,depth,mean_kendall_tau,std_kendall_tau,num_instances
Applying and analyzing algebraic techniques for solving and manipulating polynomial equations and expressions,4,0.9139131911925347,0.11592339936282509,84
"Manipulating and analyzing algebraic, functional, and trigonometric expressions and sequences using advanced mathematical techniques and transformations.",4,0.8316440666793218,0.1513731329180493,275
"Applying and manipulating algebraic expressions and equations to solve and analyze problems involving complex relationships, variables, averages, and ratios.",5,0.8481306467647804,0.1636763928424341,67
"Applying and manipulating algebraic expressions and equations to simplify, solve, and analyze complex mathematical problems involving various operations and relationships.",6,0.8827677648481562,0.13870761876595059,60
"Manipulating and evaluating algebraic expressions and sequences through arithmetic operations, variable substitution, and exponentiation",5,0.8138090972096698,0.15739958653691605,50
"Analyzing and optimizing mathematical structures and interactions using combinatorial, probabilistic, and statistical techniques",2,0.993886832980505,0.03330109950108981,681
Analyzing and optimizing mathematical interactions and structures,3,0.7873717961808968,0.19049960373531646,80
"Analyzing, transforming, and optimizing mathematical structures, patterns, and relationships under constraints",4,0.7853459176522994,0.1923869590378203,75
"Calculating, analyzing, and optimizing numerical and financial values through arithmetic, proportional reasoning, and data interpretation techniques",3,0.8703696932676012,0.1326605414713957,100
Utilizing probabilistic reasoning and combinatorial techniques in diverse mathematical contexts,3,0.9577598598031904,0.07762048594708644,166
Applying and analyzing probabilistic and combinatorial techniques across diverse mathematical contexts,4,0.9331540232052284,0.0916588607482857,151
"Calculating and applying probabilistic techniques involving integer properties and combinatorial, geometric, and analytical methods",5,0.9283398899400863,0.09912138389887543,72
"Applying combinatorial, geometric, and analytical probability techniques",6,0.9312261953426678,0.09693064987606988,69
"Calculating probabilities using combinatorial, geometric, and analytical methods",7,0.9333501188242046,0.07318689174258969,61
"Calculating probabilities using combinatorial methods, complementary counting, binomial distributions, and analyzing distinct outcomes, parity, and factors.",8,0.9274688409919744,0.08274051869216081,59
"Analyzing and manipulating mathematical structures, distributions, and statistical measures",3,0.8502948183781021,0.16019033697939677,86
"Calculating and analyzing combinatorial structures and constraints with permutations, combinations, and symmetries",3,0.8437574827898541,0.1668065386825116,135
Calculating and analyzing permutations and combinations with constraints and symmetries across various contexts and categories,4,0.8247637996606004,0.1610252129756498,57
Calculating combinatorial structures and constraints within sets,4,0.8102191213116975,0.1661942568696536,78
"Calculating combinations, permutations, and subsets with constraints and composite elements",5,0.8689606574793975,0.1448088325178933,71
Calculating combinations and permutations with various constraints and principles,6,0.8624172815801844,0.15114668809052298,70
"Employing combinatorial reasoning and set theory to solve problems involving counting, exclusions, constraints, symmetries, and permutations in discrete structures.",3,0.9069280440844829,0.1029445104695247,79
"Applying combinatorial reasoning to analyze and solve problems involving constraints, symmetries, and permutations in discrete structures",4,0.8675204522659067,0.1390740746281997,59
